edad,genero,horas_estudio,asistencia,nivel_socioeconomico,acceso_internet,actividades_extracurriculares,estado_emocional,nota_promedio_anterior,apoyo_familiar,rendimiento_academico
22,1,2.7,95,3,0,1,3,71.7,3,Medio
20,0,7.5,73,1,0,1,3,60.0,2,Bajo
20,1,0.2,55,1,1,1,1,89.0,3,Bajo
21,0,0.8,63,1,0,0,3,72.9,1,Bajo
19,0,7.4,81,3,1,1,2,51.3,1,Bajo
18,1,7.6,68,3,1,1,3,75.2,3,Medio
20,0,3.9,55,3,0,0,2,60.3,3,Bajo
22,1,4.6,69,2,1,1,1,99.7,1,Medio
18,0,7.2,74,1,1,0,1,82.4,1,Medio
19,0,6.8,69,1,0,0,3,54.8,3,Bajo
21,0,6.9,87,3,0,0,1,75.2,1,Medio
20,1,3.0,60,3,0,1,2,69.8,2,Bajo
18,0,6.6,81,1,1,0,1,79.6,3,Medio
18,0,0.6,78,2,1,1,1,83.0,1,Bajo
24,0,3.9,79,1,0,1,1,72.7,3,Medio
18,1,1.9,78,3,1,1,1,82.0,3,Bajo
15,1,0.3,71,1,1,0,2,64.4,1,Bajo
19,1,4.9,60,1,1,0,2,51.9,1,Bajo
22,1,0.6,98,1,0,1,2,52.8,2,Bajo
21,1,1.0,69,2,0,1,2,92.6,1,Bajo
19,0,0.7,90,3,1,0,1,67.1,3,Bajo
17,0,7.8,63,1,0,1,1,97.2,3,Medio
15,0,0.3,76,2,1,0,1,73.6,3,Bajo
21,0,2.2,87,1,1,1,3,92.1,3,Medio
17,1,5.2,53,2,0,1,1,56.9,3,Bajo
18,0,6.6,56,3,0,0,3,92.9,1,Bajo
19,1,4.9,79,3,1,0,1,96.9,1,Medio
22,1,7.8,59,2,0,1,3,97.7,3,Bajo
21,1,2.7,56,2,1,0,1,65.0,2,Bajo
23,0,3.8,54,1,1,1,3,85.9,3,Bajo
17,1,6.6,53,2,0,0,1,53.1,3,Bajo
24,0,5.5,96,3,1,0,2,64.5,2,Bajo
15,1,1.7,85,3,0,0,1,66.5,2,Bajo
15,0,4.0,64,3,0,0,2,85.4,3,Medio
24,0,7.8,88,3,1,1,1,66.1,2,Medio
15,1,6.9,87,3,0,0,2,53.3,1,Bajo
16,1,1.5,85,3,1,0,3,73.4,3,Bajo
16,0,1.4,51,3,1,0,3,65.0,3,Bajo
21,0,6.6,64,1,1,1,2,88.6,2,Medio
23,1,1.6,69,3,0,0,2,75.7,1,Bajo
22,1,3.6,83,2,1,0,3,65.4,2,Medio
18,1,1.4,62,2,1,1,2,52.7,1,Bajo
16,0,0.1,74,1,1,0,3,60.9,1,Bajo
17,1,7.0,63,3,0,1,3,58.5,3,Bajo
24,0,6.2,90,3,0,0,2,67.4,1,Medio
19,1,3.8,97,3,1,0,2,51.8,3,Bajo
23,1,1.3,58,3,0,0,2,52.1,1,Bajo
22,1,6.5,98,3,0,0,3,95.7,1,Medio
17,0,2.9,84,3,1,1,1,94.6,2,Medio
23,0,5.3,71,1,0,1,3,85.5,2,Medio
24,0,2.5,54,1,0,1,1,86.1,2,Bajo
17,0,3.5,93,2,0,1,3,53.9,1,Bajo
24,1,4.3,86,2,1,0,2,57.4,1,Bajo
22,1,6.1,63,2,1,1,3,64.0,2,Bajo
15,1,6.7,66,3,0,1,2,75.0,1,Medio
18,0,3.5,54,1,0,0,1,92.4,1,Bajo
18,0,1.9,62,1,1,0,2,99.2,1,Bajo
20,1,1.2,96,3,1,0,2,88.9,2,Bajo
16,1,2.7,80,3,0,1,2,57.6,3,Bajo
21,0,6.4,98,1,1,0,3,94.9,3,Alto
19,0,2.2,59,2,1,0,2,84.6,1,Bajo
24,0,0.4,97,2,0,0,3,54.4,1,Bajo
20,0,4.5,72,2,0,1,1,67.0,2,Medio
20,1,0.3,78,2,0,0,3,90.2,1,Bajo
20,0,7.1,65,2,0,1,1,93.6,1,Medio
24,1,5.4,66,2,0,1,2,87.4,3,Medio
22,1,2.1,56,1,0,0,2,74.1,2,Bajo
24,1,3.8,92,3,1,1,1,99.8,1,Medio
18,0,5.9,63,1,0,0,3,50.1,2,Bajo
24,1,7.3,93,1,0,0,2,55.3,1,Bajo
22,1,7.0,58,3,0,0,3,73.0,3,Bajo
23,1,0.6,56,2,1,1,3,85.5,3,Bajo
18,0,0.6,63,2,0,0,3,51.4,3,Bajo
15,1,4.8,65,3,1,1,1,71.4,1,Medio
17,1,4.0,59,1,0,1,1,62.6,2,Bajo
15,1,2.3,54,3,0,0,3,78.0,1,Bajo
21,0,7.8,56,1,1,0,1,65.7,3,Bajo
15,0,6.0,71,3,1,0,3,82.7,1,Medio
18,1,5.5,73,3,1,1,3,57.3,2,Bajo
15,1,1.5,89,1,1,0,2,88.0,2,Bajo
16,0,2.3,91,2,0,1,1,77.3,3,Medio
15,0,4.8,71,1,1,1,1,87.6,2,Medio
19,0,6.4,84,1,0,0,3,74.4,1,Medio
21,1,7.4,95,2,0,0,3,69.0,3,Medio
17,0,5.6,52,2,1,0,1,61.9,1,Bajo
22,0,3.3,96,2,1,1,2,94.3,1,Medio
19,0,5.5,91,1,1,0,1,71.8,2,Medio
19,0,0.6,56,3,0,0,3,73.8,1,Bajo
19,1,4.8,68,2,0,0,2,76.4,1,Medio
22,0,7.2,91,3,0,1,1,76.0,3,Medio
16,1,5.1,95,1,0,1,3,79.4,3,Medio
16,0,0.1,57,2,1,1,3,56.7,1,Bajo
22,1,5.6,72,1,1,0,2,91.7,1,Medio
23,1,5.8,69,3,1,0,2,67.2,1,Medio
24,1,4.3,82,1,1,0,3,57.6,3,Bajo
24,1,6.5,55,2,1,1,1,58.6,1,Bajo
16,0,1.6,64,2,1,1,1,68.1,2,Bajo
18,1,3.3,54,1,0,1,2,62.9,3,Bajo
22,1,6.5,63,3,1,0,2,91.7,3,Medio
16,1,4.8,58,1,0,1,1,93.9,3,Bajo
18,1,8.0,75,1,0,1,1,85.6,2,Medio
24,1,0.6,81,2,1,0,3,90.6,1,Bajo
15,0,2.0,80,2,0,0,3,50.7,1,Bajo
16,1,1.6,55,2,0,1,1,54.3,2,Bajo
21,1,7.8,50,1,0,1,3,90.5,2,Bajo
15,1,7.0,68,1,1,1,3,73.5,3,Medio
15,1,1.1,64,3,1,0,1,97.0,2,Bajo
16,1,2.8,83,1,0,1,1,92.5,2,Medio
18,0,0.4,68,1,0,1,3,66.9,2,Bajo
21,0,5.1,98,3,0,1,3,66.0,2,Medio
18,0,2.6,60,2,1,1,2,94.1,3,Bajo
19,1,2.1,67,2,0,0,3,71.7,2,Medio
18,1,4.2,73,3,0,1,1,72.5,1,Medio
18,0,6.4,95,3,1,1,3,76.7,3,Medio
23,1,3.2,58,3,1,1,2,88.3,1,Bajo
20,0,6.1,60,1,1,1,2,68.1,3,Bajo
17,1,3.6,92,2,0,1,1,70.9,1,Medio
20,1,1.7,53,3,1,0,2,72.5,1,Bajo
21,1,3.6,67,1,1,0,1,91.9,3,Medio
21,0,4.3,93,2,0,0,1,70.9,3,Medio
22,0,3.7,72,1,0,0,3,91.6,2,Medio
18,0,2.2,90,3,1,1,2,77.7,1,Medio
15,0,1.5,86,3,0,0,2,80.0,1,Bajo
20,0,7.6,50,3,1,0,3,81.9,3,Bajo
22,0,2.4,74,3,0,1,1,69.2,1,Medio
19,1,5.6,58,3,0,1,3,80.4,1,Bajo
17,0,2.7,88,3,1,1,2,58.9,3,Bajo
18,0,7.8,50,1,1,1,2,65.8,2,Bajo
22,0,7.9,66,2,1,0,2,92.6,2,Medio
20,0,6.6,52,2,0,1,3,68.2,3,Bajo
19,1,4.7,72,2,0,1,3,69.4,1,Medio
23,0,4.3,50,1,1,1,1,95.0,1,Bajo
24,0,2.6,73,1,0,1,3,67.0,2,Medio
17,0,1.0,62,3,0,1,2,82.4,2,Bajo
21,0,0.6,69,2,0,1,1,97.2,2,Bajo
23,1,3.7,69,1,0,1,1,99.9,2,Medio
18,1,7.8,61,1,0,1,3,76.8,1,Medio
24,1,2.0,66,2,1,0,3,80.5,1,Bajo
24,0,3.3,70,1,1,0,1,71.7,1,Medio
17,0,5.1,89,3,0,1,1,87.5,3,Alto
15,0,2.8,73,2,0,1,2,86.0,3,Medio
23,1,0.0,79,3,1,0,1,69.0,1,Bajo
15,1,3.2,72,1,1,1,1,52.8,2,Bajo
16,0,6.4,72,1,0,1,3,81.3,2,Medio
23,0,7.6,96,1,0,0,1,51.7,1,Bajo
19,0,2.2,66,2,1,0,2,81.9,2,Medio
18,1,7.4,51,1,1,0,3,90.7,1,Bajo
23,0,6.9,91,2,0,0,3,78.8,2,Medio
23,1,3.3,73,1,0,0,3,66.7,2,Medio
16,1,0.0,82,3,0,0,3,75.2,2,Bajo
17,1,6.8,94,3,0,1,3,68.0,1,Medio
17,1,2.3,93,2,0,1,2,55.5,2,Bajo
19,0,6.0,64,1,0,0,3,65.9,2,Medio
17,1,4.6,81,2,0,1,3,74.4,1,Medio
24,0,1.8,91,1,1,1,2,67.1,2,Bajo
20,1,5.2,83,2,0,0,1,51.1,1,Bajo
16,0,6.1,71,3,0,1,2,54.6,1,Bajo
20,1,3.8,80,2,1,1,2,56.1,2,Bajo
20,1,6.0,64,1,1,1,2,70.7,1,Medio
16,1,3.2,69,2,0,0,2,51.7,3,Bajo
20,0,7.8,91,3,0,0,2,73.9,2,Medio
20,1,1.9,72,1,0,1,3,53.1,3,Bajo
20,1,6.2,80,3,0,1,3,95.6,2,Medio
19,1,6.0,51,1,0,0,3,99.7,2,Bajo
21,1,4.2,62,1,1,0,1,69.0,2,Medio
19,0,2.8,91,3,1,1,2,89.1,1,Medio
15,0,3.6,81,1,0,1,1,94.8,1,Medio
23,0,5.0,98,2,1,0,3,92.3,2,Medio
17,0,4.2,65,1,1,0,3,77.9,3,Medio
16,1,6.1,64,2,1,1,2,72.7,3,Medio
24,1,2.9,74,1,0,1,3,66.2,1,Medio
20,1,0.9,61,3,1,0,2,54.4,1,Bajo
22,0,4.0,77,2,1,1,2,98.5,1,Medio
16,1,2.1,90,1,0,0,2,53.0,3,Bajo
18,0,4.9,61,3,1,0,3,59.4,3,Bajo
16,0,4.2,70,1,1,0,2,75.4,2,Medio
23,0,6.2,61,2,1,0,1,54.2,3,Bajo
24,1,4.6,98,2,0,1,2,85.3,1,Medio
16,1,3.4,65,1,0,1,2,50.6,2,Bajo
24,1,1.0,59,2,1,1,2,92.5,3,Bajo
16,0,1.0,59,3,1,0,3,96.0,1,Bajo
19,1,5.1,51,2,0,1,1,83.9,3,Bajo
19,1,7.0,76,1,0,1,1,81.7,2,Medio
21,0,3.3,79,2,0,0,2,79.6,3,Medio
15,1,4.2,82,2,1,1,2,53.6,3,Bajo
16,1,4.7,65,2,1,1,2,66.9,1,Medio
20,0,3.8,59,1,0,0,1,81.6,1,Bajo
16,0,0.5,64,1,0,0,1,60.6,3,Bajo
18,1,4.7,75,2,0,0,3,50.2,2,Bajo
24,0,1.1,64,2,1,1,3,76.5,3,Bajo
20,1,4.4,55,2,1,1,1,67.7,2,Bajo
21,1,6.2,66,3,1,0,1,61.6,3,Bajo
24,0,0.0,94,1,1,0,2,90.4,3,Bajo
19,0,3.4,50,1,1,1,1,85.1,1,Bajo
22,0,6.0,99,1,1,1,2,82.4,2,Alto
20,0,4.2,72,1,1,1,2,98.5,1,Medio
19,1,1.9,83,3,0,1,1,82.7,1,Bajo
18,0,5.6,84,1,1,1,3,86.5,1,Medio
20,0,6.3,92,2,1,0,3,62.9,2,Bajo
20,0,2.9,74,1,1,0,2,88.1,2,Medio
20,0,2.4,50,2,1,1,1,77.3,2,Bajo
15,1,4.4,74,1,1,1,3,78.3,2,Medio
20,0,2.9,87,3,1,1,2,57.0,2,Bajo
15,0,6.7,65,3,1,0,2,86.8,2,Medio
19,1,6.2,96,3,1,1,1,83.3,3,Alto
21,0,2.5,90,3,0,0,1,57.5,2,Bajo
15,1,3.7,61,3,1,0,1,59.0,3,Bajo
15,1,7.1,59,1,0,1,2,93.2,3,Bajo
20,1,1.2,76,2,1,0,3,80.9,3,Bajo
21,1,6.0,88,2,0,0,3,57.6,3,Bajo
20,0,2.5,91,1,1,0,3,60.8,2,Bajo
19,1,1.0,56,2,0,1,2,73.4,3,Bajo
20,0,0.9,55,2,1,1,2,95.1,2,Bajo
17,1,2.2,94,2,1,1,1,75.2,1,Medio
23,1,4.4,60,1,0,0,1,59.0,2,Bajo
19,0,7.3,73,1,0,0,2,92.4,2,Medio
16,0,2.4,89,2,0,0,2,70.9,3,Medio
24,1,1.6,74,1,1,0,1,84.7,3,Bajo
24,0,3.8,86,3,0,0,3,56.7,2,Bajo
21,1,1.3,52,3,1,1,3,88.3,3,Bajo
17,0,2.2,53,2,1,0,3,95.9,2,Bajo
15,1,7.9,53,3,0,0,1,91.2,3,Bajo
17,0,4.5,90,3,1,1,3,51.5,3,Bajo
23,0,6.3,50,1,0,0,2,79.4,3,Bajo
19,1,1.7,79,3,0,1,2,78.9,2,Bajo
21,1,4.2,64,2,0,0,1,90.8,3,Medio
17,1,4.1,94,3,0,1,3,99.7,1,Medio
18,0,6.5,80,3,0,1,2,96.6,1,Medio
15,0,0.2,86,3,1,0,1,55.1,2,Bajo
17,1,6.9,99,1,1,1,3,88.0,2,Alto
21,0,0.6,54,1,1,0,2,96.4,2,Bajo
18,1,7.3,92,1,1,1,3,70.4,1,Medio
16,0,1.1,70,3,1,1,1,96.5,2,Bajo
19,0,4.3,84,1,1,0,2,95.2,2,Medio
19,0,0.8,53,1,1,0,1,82.0,1,Bajo
16,1,3.6,56,1,1,0,2,95.4,3,Bajo
20,0,2.4,78,2,0,1,2,87.0,2,Medio
24,0,3.4,85,2,1,1,2,81.3,1,Medio
18,0,4.4,84,3,1,0,3,65.6,2,Medio
15,0,3.7,81,3,0,1,1,77.9,3,Medio
17,1,0.2,91,1,1,1,1,84.0,3,Bajo
23,0,6.9,60,2,0,0,3,76.1,3,Bajo
24,0,0.8,99,3,1,0,1,75.1,3,Bajo
21,0,7.8,82,3,0,1,3,94.7,2,Alto
20,0,6.8,90,1,0,0,2,99.2,1,Medio
15,1,4.5,66,2,1,1,3,85.8,1,Medio
23,0,2.0,61,2,0,1,3,67.1,3,Bajo
23,0,0.7,50,3,0,1,3,94.8,3,Bajo
15,0,5.4,72,1,1,0,2,91.1,3,Medio
20,0,1.6,56,3,0,0,2,87.0,1,Bajo
21,1,5.9,63,1,1,0,3,69.5,2,Medio
16,0,6.7,90,2,1,0,2,80.1,3,Alto
24,0,7.9,93,3,0,1,2,69.3,2,Medio
22,1,4.0,89,1,1,0,2,58.7,1,Bajo
22,0,7.8,56,1,0,0,2,88.8,3,Bajo
20,1,1.2,63,1,0,1,3,85.0,2,Bajo
23,0,6.7,83,3,0,0,2,65.1,1,Medio
17,0,2.9,51,3,1,0,1,75.5,1,Bajo
16,0,2.9,69,3,1,1,1,79.8,1,Medio
16,0,2.1,66,2,1,0,3,90.3,1,Medio
20,0,1.4,59,1,0,1,2,51.4,1,Bajo
21,0,3.5,54,1,0,0,2,93.6,2,Bajo
20,0,7.9,82,1,0,0,1,69.1,3,Medio
17,0,2.6,86,1,0,0,2,76.1,2,Medio
19,0,3.7,85,2,1,0,3,73.3,2,Medio
22,0,1.8,93,1,1,0,1,89.4,2,Bajo
20,0,2.7,95,2,0,1,3,83.1,2,Medio
16,0,0.4,60,3,0,1,1,87.3,1,Bajo
21,1,7.6,70,3,1,1,3,98.5,2,Medio
22,0,4.1,53,1,1,1,3,88.9,3,Bajo
18,1,5.9,74,3,0,0,2,86.8,3,Medio
15,1,4.1,90,1,1,0,2,56.8,2,Bajo
16,0,6.2,84,2,1,0,2,67.6,2,Medio
18,1,4.3,84,3,1,1,2,79.7,2,Medio
21,0,5.6,84,3,1,0,2,64.8,2,Bajo
16,0,5.5,88,2,0,0,1,82.7,3,Alto
20,1,4.3,82,2,0,0,3,63.1,1,Bajo
16,1,1.8,62,2,1,0,3,65.9,1,Bajo
21,1,1.7,53,1,1,0,2,51.7,2,Bajo
16,0,7.0,93,1,0,0,3,61.6,3,Bajo
17,1,1.0,89,3,1,1,3,75.6,1,Bajo
23,1,4.5,87,3,0,1,2,81.7,3,Medio
18,1,4.0,91,2,1,1,3,72.1,2,Medio
19,0,6.4,94,1,1,1,3,67.0,2,Medio
23,0,1.1,79,2,1,0,3,78.2,1,Bajo
21,1,5.5,76,2,0,0,3,53.1,1,Bajo
22,1,4.8,84,1,1,0,3,63.7,2,Bajo
17,1,5.6,77,3,0,0,2,69.3,1,Medio
18,1,5.0,90,3,0,0,2,74.0,1,Medio
21,1,4.5,91,3,0,1,3,90.4,3,Medio
18,1,7.4,94,3,0,0,2,87.7,3,Alto
16,1,2.8,97,3,1,1,2,73.6,1,Medio
24,0,1.5,57,1,1,1,2,74.6,2,Bajo
20,1,6.4,75,1,1,0,2,85.1,3,Medio
23,1,1.0,92,2,1,1,2,75.1,2,Bajo
16,0,5.4,83,3,1,0,3,56.6,1,Bajo
15,1,4.4,78,3,0,1,2,73.1,3,Medio
22,0,0.0,51,1,0,0,2,80.1,2,Bajo
15,1,1.9,55,2,1,0,1,79.3,2,Bajo
15,0,4.0,97,1,1,0,2,56.4,1,Bajo
17,1,2.6,65,1,0,0,3,98.5,3,Medio
19,1,3.4,56,3,1,1,2,68.4,2,Bajo
23,0,4.8,60,1,0,0,1,99.4,2,Bajo
24,0,5.8,65,1,1,1,3,90.9,2,Medio
16,0,1.2,55,3,0,0,2,62.0,2,Bajo
15,1,2.3,86,3,1,0,1,95.9,1,Medio
15,1,5.1,58,3,0,1,1,61.6,3,Bajo
22,1,4.7,52,3,1,1,2,56.9,1,Bajo
24,1,5.9,78,1,0,1,2,71.2,2,Medio
24,1,5.1,57,1,0,1,2,57.1,1,Bajo
24,0,2.6,89,3,1,0,1,52.4,1,Bajo
16,1,4.0,66,1,0,0,3,66.2,2,Medio
23,0,7.1,87,1,0,0,2,64.8,1,Bajo
23,0,1.5,93,2,0,0,2,96.2,2,Bajo
16,1,3.0,55,2,1,0,2,71.2,2,Bajo
17,1,6.7,96,2,0,0,3,99.5,2,Alto
16,0,2.9,60,1,0,0,2,56.2,2,Bajo
20,1,3.3,59,3,1,0,1,76.6,2,Bajo
21,0,2.6,51,1,1,0,1,86.0,3,Bajo
20,1,7.2,78,2,0,1,3,65.5,3,Medio
17,0,5.3,55,1,1,0,3,57.3,2,Bajo
17,1,1.7,98,2,1,1,2,80.7,1,Bajo
16,1,6.0,58,3,1,1,2,79.1,1,Bajo
16,1,0.3,51,3,1,0,2,66.8,3,Bajo
19,0,3.2,53,3,0,1,1,63.0,3,Bajo
22,1,7.3,90,3,0,0,1,92.6,2,Alto
20,0,5.5,89,2,1,0,3,97.6,2,Alto
23,1,6.3,79,2,0,1,1,85.0,2,Medio
19,1,7.5,53,2,1,1,2,75.0,2,Bajo
24,0,6.2,50,1,1,0,3,54.6,1,Bajo
18,0,0.7,92,2,1,1,3,55.3,3,Bajo
23,0,1.8,60,3,1,1,2,73.0,1,Bajo
24,1,4.0,56,2,0,1,2,95.0,2,Bajo
19,1,0.1,67,2,1,0,2,88.6,1,Bajo
15,1,5.0,57,1,1,1,2,84.6,3,Bajo
19,1,5.3,79,1,1,1,1,63.0,2,Bajo
19,1,5.6,64,1,1,0,1,56.9,3,Bajo
19,1,4.4,59,1,0,1,1,94.8,2,Bajo
16,1,3.6,95,2,1,0,1,59.4,2,Bajo
20,0,6.8,51,2,0,0,1,61.7,1,Bajo
19,1,6.1,91,3,0,1,2,88.2,2,Alto
16,0,4.9,64,3,1,1,3,89.0,3,Medio
24,1,0.4,71,1,0,0,2,84.3,3,Bajo
22,0,5.6,83,2,0,0,1,57.2,1,Bajo
20,0,4.5,98,3,1,0,1,59.4,1,Bajo
24,0,5.5,52,2,0,0,3,91.8,1,Bajo
17,1,2.5,53,2,0,1,3,66.0,1,Bajo
23,0,6.2,74,2,0,1,2,77.7,2,Medio
18,0,3.3,54,2,0,1,2,90.4,2,Bajo
17,0,7.2,61,1,1,0,3,64.0,2,Bajo
21,0,0.8,73,3,0,0,1,58.8,3,Bajo
22,1,3.9,68,2,0,1,2,67.7,2,Medio
21,1,1.6,81,2,0,1,2,76.1,2,Bajo
15,1,3.6,61,2,0,0,2,72.0,3,Medio
15,1,2.8,86,3,0,1,2,63.8,1,Bajo
19,0,6.4,96,1,0,1,2,70.0,1,Medio
22,1,1.3,76,1,1,1,1,87.5,3,Bajo
24,0,4.8,67,2,1,0,3,77.9,1,Medio
17,1,3.3,74,2,0,1,3,65.6,1,Medio
22,0,4.1,72,1,1,1,3,75.4,3,Medio
17,0,5.7,52,3,0,1,2,88.3,2,Bajo
18,0,2.9,51,2,1,0,1,64.6,3,Bajo
24,0,2.9,60,3,1,1,2,59.3,2,Bajo
21,1,0.6,95,1,1,1,2,77.5,1,Bajo
17,1,4.4,86,2,1,0,2,74.0,1,Medio
18,0,3.3,79,2,1,1,2,79.5,3,Medio
22,0,6.5,62,3,0,1,3,55.5,2,Bajo
18,1,3.5,89,3,0,1,3,60.9,1,Bajo
23,1,7.8,55,3,1,0,3,53.1,3,Bajo
18,1,1.4,61,2,0,1,1,91.9,3,Bajo
18,0,2.1,88,1,0,1,1,69.8,2,Medio
19,0,3.1,92,1,1,1,2,94.7,1,Medio
15,0,1.4,57,1,1,0,2,97.3,1,Bajo
21,0,7.8,58,3,0,1,3,52.9,2,Bajo
23,1,5.1,53,3,1,0,2,71.9,3,Bajo
23,0,0.1,86,1,0,1,3,71.9,3,Bajo
15,1,4.6,85,2,0,0,1,82.4,1,Medio
20,0,6.2,81,1,0,0,3,53.6,2,Bajo
17,1,0.4,61,3,1,1,1,96.7,1,Bajo
18,0,4.6,67,3,1,1,2,89.3,2,Medio
22,1,3.0,80,3,1,1,3,51.1,1,Bajo
18,1,4.7,96,3,1,1,1,59.4,3,Bajo
22,0,2.0,89,1,0,0,2,91.2,3,Bajo
18,1,5.3,92,1,1,1,1,61.2,3,Bajo
23,1,5.4,95,2,1,0,1,68.4,1,Medio
20,1,4.3,88,3,0,1,1,82.6,3,Medio
15,0,7.4,78,1,0,1,2,53.5,3,Bajo
24,0,7.3,97,3,1,1,2,83.7,2,Alto
16,0,0.4,89,3,0,1,1,63.5,1,Bajo
21,0,2.3,78,3,1,0,3,58.6,2,Bajo
24,1,2.9,76,2,1,1,2,54.9,1,Bajo
21,1,0.4,60,3,0,0,2,57.8,3,Bajo
17,0,4.2,82,3,0,0,1,77.6,2,Medio
15,1,0.2,98,1,1,0,2,96.9,1,Bajo
22,0,5.4,88,3,0,0,1,84.1,1,Medio
24,0,0.0,67,2,1,0,2,72.5,2,Bajo
24,1,0.3,93,2,0,1,1,98.5,2,Bajo
21,0,6.7,69,3,0,1,2,62.0,3,Bajo
24,1,2.0,77,2,0,0,1,91.3,3,Bajo
22,0,0.6,71,2,0,0,1,58.1,1,Bajo
15,0,3.2,81,2,1,0,3,61.2,3,Bajo
17,0,0.4,70,2,0,1,3,74.1,2,Bajo
16,1,6.0,86,1,0,0,3,55.1,3,Bajo
15,0,4.0,76,3,0,1,3,64.5,1,Bajo
19,1,4.4,87,1,0,1,2,83.5,3,Medio
17,0,6.0,75,1,1,1,1,73.1,1,Medio
24,0,6.3,72,1,0,1,1,78.2,1,Medio
22,1,1.1,83,2,0,0,1,52.6,2,Bajo
20,1,2.2,61,2,0,0,3,62.5,1,Bajo
24,1,1.4,60,2,1,0,2,88.3,2,Bajo
23,1,0.4,85,3,1,0,2,78.7,1,Bajo
23,1,4.3,81,3,1,1,2,50.1,1,Bajo
20,1,2.0,88,3,1,1,3,80.1,2,Bajo
16,0,1.2,86,2,0,1,1,56.7,2,Bajo
23,1,4.1,92,2,1,0,2,56.6,3,Bajo
16,0,5.1,65,2,1,1,3,96.5,1,Medio
17,0,6.2,91,1,1,1,1,98.4,2,Alto
20,0,0.1,80,1,0,1,1,76.4,3,Bajo
16,1,4.2,90,2,1,0,2,79.6,1,Medio
19,0,2.1,55,1,1,1,2,70.3,1,Bajo
16,0,7.9,62,2,0,0,1,94.2,1,Medio
18,0,1.3,85,2,1,0,2,76.1,3,Bajo
17,1,3.5,60,1,1,0,1,96.4,1,Bajo
19,0,7.8,60,2,1,1,3,61.1,2,Bajo
20,1,1.7,97,3,1,1,2,54.7,3,Bajo
21,0,6.5,69,3,1,0,2,99.4,1,Medio
24,1,1.9,78,1,0,1,2,74.7,1,Bajo
22,1,0.6,68,2,0,0,2,80.7,2,Bajo
23,0,0.3,79,2,0,1,3,67.1,3,Bajo
18,0,7.6,55,2,0,0,2,56.7,1,Bajo
18,1,1.7,66,1,1,1,3,92.0,1,Bajo
21,1,2.3,67,2,1,0,2,57.2,3,Bajo
24,1,7.7,85,3,0,0,1,75.1,2,Medio
24,0,5.3,67,3,0,1,1,91.6,1,Medio
23,0,3.9,92,3,1,1,3,83.0,1,Medio
16,0,3.5,61,1,1,1,3,83.7,1,Medio
20,0,0.4,91,3,0,0,2,61.5,2,Bajo
24,0,6.7,52,3,0,0,2,76.3,1,Bajo
24,1,6.1,96,1,1,0,3,52.1,3,Bajo
22,1,0.7,67,2,0,0,1,53.0,2,Bajo
19,1,2.8,65,2,1,1,3,86.1,1,Medio
19,1,7.1,88,2,1,1,2,89.3,1,Medio
22,1,1.9,92,3,0,1,1,57.0,2,Bajo
15,1,4.9,77,2,0,0,2,97.6,3,Medio
20,0,3.9,91,3,0,0,3,56.5,2,Bajo
24,1,6.5,58,2,1,1,1,71.0,3,Bajo
23,0,0.3,69,3,1,0,1,59.8,2,Bajo
20,0,6.5,67,1,1,1,1,54.9,1,Bajo
21,0,1.1,74,3,0,0,2,98.3,3,Bajo
18,0,0.1,70,1,0,0,3,71.9,1,Bajo
24,1,4.8,94,1,0,0,1,66.5,1,Medio
15,1,2.1,75,1,0,0,2,66.4,2,Medio
23,0,5.7,72,2,0,0,3,60.4,2,Bajo
20,0,3.8,59,2,0,0,3,98.4,1,Bajo
17,1,4.8,93,2,1,0,1,74.4,1,Medio
18,1,5.5,62,1,1,0,1,76.5,2,Medio
24,1,7.4,86,1,0,0,3,85.5,3,Alto
20,0,6.6,61,3,0,1,2,70.4,3,Medio
20,1,4.0,85,3,1,1,3,64.0,2,Bajo
23,1,3.5,52,1,0,1,2,64.6,2,Bajo
18,0,5.2,63,1,0,1,3,67.4,2,Medio
19,0,5.9,84,2,1,0,3,78.8,3,Medio
19,1,1.4,83,2,0,1,2,91.5,2,Bajo
17,0,0.3,89,3,1,0,3,62.1,1,Bajo
16,0,3.6,78,1,1,1,3,79.2,1,Medio
22,0,0.8,79,2,0,1,3,87.5,3,Bajo
24,0,2.2,56,2,1,0,1,99.7,2,Bajo
23,0,4.7,51,3,0,0,2,95.4,3,Bajo
24,1,1.2,67,2,1,1,3,82.4,2,Bajo
23,1,0.2,75,3,1,1,2,97.3,2,Bajo
19,1,4.4,66,2,1,1,1,97.0,3,Medio
23,1,3.7,95,1,1,0,2,52.2,2,Bajo
18,1,2.5,61,2,1,1,1,82.5,2,Medio
16,0,3.8,99,3,1,0,3,82.6,2,Medio
17,1,5.5,81,1,0,0,3,83.8,2,Alto
15,1,0.9,98,2,1,0,2,96.9,1,Bajo
19,0,2.0,78,3,1,0,1,64.4,3,Bajo
15,1,6.4,97,2,1,0,2,61.8,3,Bajo
15,1,5.4,59,3,1,1,1,74.0,3,Bajo
21,1,2.1,85,3,0,0,3,65.2,2,Medio
16,1,3.2,51,3,1,1,3,66.0,1,Bajo
22,0,1.0,86,2,1,1,1,62.4,3,Bajo
20,0,2.0,63,2,1,1,1,83.6,1,Bajo
18,0,6.7,59,3,1,1,1,86.7,2,Bajo
23,0,3.5,89,3,0,1,3,55.0,3,Bajo
24,1,5.1,50,3,1,0,1,89.9,2,Bajo
